London-Road,South-Willesborough,Collyhurst-Weir,Alfoldean,Denham-Lodge,Kirkby,Morwick,Ower,Great-Corby,Elm-Park-(Bretons-Farm)
0.233,0.412,1.15,0.501,0.217,0.985,3.45,0.417,14.7,0.11
0.235,0.41,1.17,0.486,0.218,0.981,3.34,0.412,14.2,0.113
0.325,0.443,1.57,0.544,0.229,1.95,4.28,0.411,14.8,0.193
0.372,0.505,1.48,0.621,0.233,1.68,5.74,0.471,19,0.155
0.366,0.432,1.65,0.524,0.221,1.84,6.57,0.477,49.3,0.115
0.267,0.419,1.26,0.502,0.219,1.66,7.95,0.47,55.1,0.109
0.378,0.398,1.57,0.473,0.218,2.15,6.27,0.452,38.4,0.106
0.397,0.382,2.04,0.442,0.215,2.48,5.17,0.438,45.5,0.107
0.521,0.384,2.03,0.46,0.215,2.88,5.83,0.424,140,0.119
0.405,0.363,1.26,0.429,0.201,0.958,6.29,0.414,71.7,0.104
0.328,0.347,1.16,0.412,0.204,0.689,5.8,0.4,48.6,0.097
0.292,0.339,1.06,0.404,0.197,0.659,4.37,0.387,38.4,0.096
0.281,0.33,1.04,0.391,0.199,0.629,3.9,0.381,32.4,0.094
0.268,0.325,1.09,0.374,0.201,0.621,3.67,0.376,28.3,0.093
0.321,0.317,1.39,0.368,0.197,0.724,3.47,0.37,25.5,0.136
0.259,0.299,1.17,0.358,0.197,0.615,3.25,0.364,23.1,0.098
0.254,0.303,1.33,0.358,0.196,0.614,3.07,0.36,21.3,0.093
0.236,0.303,1.28,0.38,0.198,0.612,3.03,0.355,20.5,0.092
0.236,0.295,1.31,0.361,0.193,0.595,2.92,0.354,19.1,0.101
0.234,0.29,1.63,0.352,0.194,0.593,2.82,0.35,17.9,0.109
0.226,0.283,1.6,0.341,0.19,0.602,2.69,0.345,16.8,0.098
0.222,0.276,1.22,0.339,0.191,0.597,2.59,0.339,15.9,0.093
0.223,0.268,1.21,0.334,0.186,0.597,2.54,0.317,15.1,0.092
0.23,0.263,1.23,0.331,0.196,0.594,2.43,0.301,14.2,0.093
0.225,0.224,1.29,0.321,0.19,0.593,2.35,0.297,13.5,0.115
0.228,0.254,1.38,0.295,0.184,0.618,2.29,0.297,12.8,0.091
0.209,0.242,1.46,0.287,0.188,0.569,2.26,0.297,12.4,0.206
0.2,0.234,1.34,0.27,0.189,0.552,2.31,0.294,11.9,0.093
0.199,0.224,1.34,0.268,0.181,0.542,2.18,0.284,11.3,0.088
0.211,0.21,1.34,0.26,0.18,0.556,2.07,0.271,10.7,0.086
0.219,0.215,1.37,0.248,0.176,0.556,2,0.263,10.3,0.084
0.205,0.223,1.23,0.243,0.174,0.525,1.96,0.263,9.96,0.085
0.19,0.223,1.21,0.251,0.174,0.521,1.94,0.262,9.76,0.086
0.205,0.214,1.18,0.261,0.171,0.508,1.92,0.262,9.46,0.084
0.176,0.202,1.16,0.244,0.165,0.514,1.81,0.262,9.08,0.09
0.173,0.191,1.17,0.232,0.166,0.515,1.75,0.255,8.9,0.085
0.179,0.189,1.15,0.219,0.159,0.525,1.71,0.242,8.68,0.078
0.169,0.189,1.19,0.217,0.162,0.516,1.7,0.231,8.63,0.082
0.2,0.19,1.42,0.224,0.159,0.529,1.68,0.223,8.77,0.084
0.251,0.188,1.63,0.232,0.161,0.785,1.82,0.23,9.25,0.092
0.517,0.185,2.82,0.303,0.193,0.96,2.18,0.52,11.4,0.125
0.321,0.182,1.59,0.475,0.193,0.734,6.09,0.482,16.9,0.138
0.341,0.183,1.68,0.307,0.17,0.817,5.07,0.276,13.7,0.085
0.222,0.174,1.2,0.25,0.164,0.569,3.04,0.236,12.4,0.082
0.19,0.129,1.28,0.231,0.159,0.597,2.42,0.233,12.1,0.082
0.201,0.161,1.18,0.207,0.159,0.545,2.16,0.233,13.1,0.1
0.505,0.16,2.85,0.226,0.159,0.784,2,0.233,15.1,0.085
0.388,0.157,1.97,0.217,0.154,0.681,1.92,0.233,14.8,0.072
0.374,0.155,1.96,0.215,0.154,0.687,1.81,0.233,14.8,0.069
0.356,0.16,1.75,0.213,0.152,0.74,1.79,0.233,20.4,0.075
0.469,0.156,1.95,0.208,0.153,0.723,1.77,0.233,25.1,0.077
0.35,0.164,1.54,0.21,0.151,0.59,1.75,0.237,23,0.102
0.28,0.159,1.26,0.211,0.147,0.547,1.66,0.235,19.9,0.083
0.263,0.162,1.21,0.21,0.151,0.545,1.59,0.228,16.6,0.066
0.307,0.146,1.35,0.197,0.146,0.782,1.56,0.216,15.7,0.066
0.303,0.144,1.48,0.198,0.144,0.58,1.78,0.188,42.9,0.087
0.317,0.144,2.15,0.197,0.134,0.727,1.98,0.169,89.5,0.063
0.228,0.137,1.23,0.202,0.142,0.541,2.65,0.165,55.5,0.061
0.186,0.13,1.15,0.192,0.135,0.553,2.11,0.155,40.2,0.058
0.436,0.136,1.64,0.214,0.167,0.983,1.86,0.159,38.6,0.866
0.219,0.16,1.18,0.217,0.146,0.526,2,0.162,44.3,0.124
0.28,0.147,1.41,0.203,0.144,0.589,2.24,0.17,42.4,0.081
0.284,0.147,1.47,0.193,0.135,0.51,1.92,0.174,41.4,0.072
0.497,0.148,1.96,0.199,0.142,1.16,1.74,0.18,34.2,0.083
0.289,0.147,1.3,0.209,0.135,0.69,1.63,0.174,28.1,0.074
0.205,0.133,1.16,0.195,0.134,0.488,1.57,0.164,24.4,0.066
0.19,0.129,1.01,0.187,0.132,0.497,1.52,0.15,21.7,0.066
0.179,0.119,1.03,0.19,0.133,0.514,1.42,0.141,19.5,0.063
0.176,0.121,1.02,0.174,0.129,0.531,1.36,0.143,17.7,0.063
0.191,0.185,1.1,0.474,0.167,0.518,1.44,0.161,16.5,0.929
0.168,0.247,1.02,0.813,0.197,0.506,1.5,0.166,15.7,0.45
0.173,0.165,1.06,0.346,0.153,0.787,1.47,0.158,14.8,0.12
0.826,0.138,4.07,0.268,0.159,0.615,1.45,0.152,14.9,0.101
0.395,0.14,1.59,0.255,0.149,0.517,1.44,0.154,15.1,0.106
0.218,0.222,1.3,0.263,0.154,0.596,1.34,0.156,15,0.211
0.218,0.162,1.19,0.274,0.138,0.579,1.59,0.163,14.6,0.113
0.684,0.166,2.04,0.558,0.165,2.12,2.06,0.358,14.1,0.458
0.38,0.209,1.67,0.478,0.151,0.679,2.94,0.246,18.2,0.145
0.252,0.149,1.23,0.383,0.142,0.562,2.51,0.182,16.8,0.103
0.396,0.135,1.68,0.268,0.139,1.48,1.81,0.186,13.9,0.093
0.349,0.141,1.5,0.31,0.155,0.665,1.6,0.33,13.1,0.544
0.32,0.278,1.37,1.11,0.175,0.565,1.49,0.505,12.6,0.99
0.295,0.263,1.5,0.99,0.171,0.51,1.68,0.343,15.2,0.414
0.224,0.177,1.25,0.533,0.155,0.466,5.26,0.268,21.1,0.158
0.313,0.171,1.47,0.43,0.148,1.01,3.73,0.3,18.6,0.276
0.373,0.161,1.62,0.366,0.139,1.26,3.89,0.276,15.7,0.134
0.285,0.146,1.46,0.411,0.187,0.812,5.09,0.244,49.5,0.334
0.364,0.18,1.55,0.313,0.153,0.562,4.14,0.207,52.5,0.127
0.337,0.163,1.5,0.272,0.156,0.958,4.31,0.186,31.7,0.481
0.537,0.15,2.2,0.26,0.16,0.738,3.08,0.191,23.1,0.289
0.3,0.139,1.46,0.251,0.146,0.56,2.68,0.181,22.1,0.144
0.292,0.121,1.4,0.241,0.139,0.526,2.26,0.168,18.7,0.12
0.223,0.108,1.27,0.23,0.145,0.517,2.09,0.16,16.1,0.274
0.201,0.101,1.28,0.22,0.134,0.499,1.76,0.153,14.4,0.116
0.199,0.095,1.11,0.212,0.132,0.5,1.65,0.15,14.2,0.113
0.186,0.092,1.22,0.208,0.127,0.484,1.6,0.15,12.8,0.103
0.184,0.093,1.19,0.192,0.125,0.497,1.51,0.148,11.9,0.1
0.181,0.09,1.18,0.189,0.125,0.493,1.44,0.144,11,0.103
0.177,0.086,1.21,0.197,0.122,0.494,1.36,0.142,10.3,0.1
0.209,0.11,1.38,0.225,0.124,1.6,1.38,0.142,9.99,0.238
0.26,0.148,1.8,0.387,0.121,1.14,1.79,0.146,12.7,0.135
0.322,0.101,1.3,0.45,0.127,1.83,1.93,0.151,13.5,1.33
0.805,0.128,1.78,1.49,0.126,0.919,1.68,0.181,15.7,0.477
0.382,0.174,1.4,0.639,0.127,0.602,1.83,0.167,25.8,0.182
0.571,0.115,1.61,0.351,0.12,0.559,2.23,0.152,18.6,0.14
0.345,0.103,1.24,0.303,0.121,0.516,2.15,0.143,14.8,0.125
0.285,0.097,1.3,0.254,0.121,0.494,2.01,0.137,12.8,0.134
0.17,0.094,1.31,0.233,0.116,0.504,1.72,0.136,11.3,0.123
0.161,0.092,1.29,0.223,0.117,0.517,1.48,0.131,10.2,0.115
0.168,0.085,1.29,0.219,0.111,0.744,1.37,0.13,9.78,0.112
1.27,0.152,2.42,0.545,0.151,2.13,2.18,0.192,18,1.04
2.42,0.166,3.52,0.504,0.137,4.45,15.3,0.19,57,0.935
2.12,0.145,3.65,0.4,0.131,4.62,7.87,0.176,55.4,0.253
0.89,0.162,1.94,0.363,0.128,1.12,8.62,0.161,32.9,0.182
0.841,0.13,1.79,0.324,0.115,0.855,30.1,0.161,50.3,0.35
0.691,0.113,1.6,0.562,0.113,0.788,11.2,0.156,43.8,0.286
0.57,0.106,1.86,0.409,0.113,0.624,6.03,0.149,26.2,0.36
0.297,0.104,1.54,0.275,0.109,0.566,4.35,0.143,21.3,0.196
0.241,0.095,1.43,0.251,0.105,0.556,3.4,0.138,18.4,0.15
0.196,0.088,1.41,0.241,0.102,0.555,2.82,0.136,16.4,0.143
0.183,0.085,1.37,0.217,0.105,0.542,2.54,0.136,14.9,0.138
0.172,0.086,1.39,0.203,0.101,0.535,2.36,0.136,13.8,0.133
0.167,0.086,1.45,0.206,0.098,0.537,2.15,0.129,12.9,0.14
0.164,0.084,1.31,0.19,0.102,0.531,2,0.133,12.1,0.147
0.158,0.062,1.27,0.173,0.101,0.545,1.89,0.139,11.4,0.13
0.16,0.07,1.28,0.166,0.098,0.541,1.8,0.132,10.9,0.128
0.169,0.07,1.28,0.172,0.097,0.887,1.76,0.125,11.1,0.131
0.171,0.066,1.48,0.167,0.096,0.689,1.93,0.122,14.4,0.243
0.158,0.063,1.37,0.17,0.095,0.574,3.03,0.127,13.6,0.152
0.359,0.122,2.08,1.38,0.136,0.763,2.77,0.399,16.7,1.24
0.167,0.142,1.41,0.513,0.108,0.532,3.21,0.185,17.4,0.217
0.419,0.103,1.69,0.294,0.106,1.21,19,0.164,33.4,0.183
0.41,0.123,2.09,0.246,0.115,0.845,25.4,0.168,39.7,0.386
0.261,0.17,1.61,0.247,0.108,0.585,17.2,0.173,23.1,0.22
0.19,0.105,1.35,0.215,0.099,0.508,7.5,0.143,17.2,0.158
2.01,0.089,3.73,0.196,0.099,3.29,6.75,0.135,38.9,0.149
1.39,0.087,4.16,0.208,0.102,1.17,26.2,0.14,120,0.185
0.488,0.105,2.04,0.21,0.101,0.843,19.5,0.143,65,0.084
0.6,0.161,1.84,0.277,0.102,0.685,14.5,0.149,49.9,0.095
0.577,0.123,1.6,0.204,0.096,0.638,8.65,0.139,38.2,0.075
0.593,0.094,1.66,0.197,0.093,0.772,6.19,0.133,31.5,0.073
0.586,0.09,1.9,0.191,0.096,0.683,5.6,0.135,39.8,0.075
0.536,0.08,1.54,0.189,0.095,0.565,6.41,0.136,34,0.084
0.5,0.077,1.75,0.179,0.155,0.565,4.57,5.07,26.7,0.346
0.304,0.074,1.45,0.176,0.136,0.533,5.6,0.735,23.8,0.093
0.253,0.074,1.26,0.161,0.126,0.62,4.6,0.339,23,0.192
0.209,0.074,1.28,0.162,0.116,0.563,4.12,0.266,32.4,0.081
0.173,0.091,1.15,0.169,0.111,0.528,3.67,0.257,25.9,0.071
0.182,0.162,1.12,0.4,0.109,0.536,3.12,0.315,22.3,0.152
0.296,0.13,1.3,0.23,0.105,0.726,2.91,0.263,20.7,0.087
0.362,0.136,1.88,0.486,0.146,0.739,2.75,1.21,19.6,0.695
0.367,0.24,1.59,0.515,0.163,2.01,2.88,2.16,18.2,0.711
0.677,0.167,1.92,0.282,0.14,3.42,4.17,0.468,19.3,0.215
0.3,0.118,1.4,0.226,0.13,0.873,3.85,0.291,23.4,0.21
0.31,0.1,1.42,0.208,0.124,0.675,3.1,0.237,18,0.111
0.288,0.094,1.53,0.25,0.115,0.601,2.68,0.221,16.2,0.092
0.23,0.091,1.22,0.238,0.111,0.582,2.44,0.199,15.4,0.083
0.191,0.088,1.13,0.199,0.11,0.569,2.28,0.191,14.4,0.077
0.196,0.088,1.11,0.184,0.106,0.563,2.16,0.188,13.5,0.075
0.175,0.087,1.12,0.17,0.104,2.1,2.18,0.188,15.6,0.073
0.174,0.091,1.13,0.287,0.131,1,2.31,0.222,24.6,0.223
1.09,0.102,3.85,0.246,0.117,1.72,2.33,0.233,21.1,0.079
1.29,0.147,4.2,0.581,0.121,1.45,5.18,0.249,160,0.621
3.82,0.15,5.79,0.391,0.114,2.15,5.25,0.26,87.4,0.141
2.49,0.11,5.03,0.282,0.112,1.56,3.14,0.257,66.3,0.26
0.846,0.101,2.3,0.254,0.11,0.894,2.58,0.255,49.9,0.135
0.547,0.109,1.69,0.252,0.108,0.787,2.63,0.302,42.1,0.159
0.498,0.138,1.69,0.377,0.112,1.06,2.64,0.533,55.3,0.14
0.433,0.15,1.78,0.34,0.101,0.784,3.33,0.448,81.5,0.083
0.325,0.127,1.4,0.269,0.1,0.67,4.81,0.332,58.2,0.076
0.337,0.113,1.38,0.228,0.098,0.64,2.86,0.272,50.1,0.072
0.292,0.136,1.26,0.209,0.098,0.625,2.29,0.253,40.4,0.068
0.513,0.087,1.81,0.2,0.099,1.46,2.3,0.251,40,0.07
1.89,0.098,3.92,0.226,0.095,3.56,10.9,0.253,117,0.273
0.861,0.091,2.24,0.209,0.096,1.9,5.95,0.259,64.9,0.085
0.471,0.094,1.72,0.201,0.094,1.56,4.31,0.26,49.7,0.071
0.71,0.058,2.34,0.195,0.096,1.85,3.82,0.261,60.4,0.117
0.47,0.073,1.72,0.223,0.097,1.09,3.39,0.264,54.7,0.113
0.367,0.082,1.47,0.206,0.09,0.823,4.11,0.266,54.4,0.079
0.307,0.084,1.31,0.212,0.089,0.736,3.12,0.269,39,0.072
0.299,0.079,1.29,0.19,0.091,0.687,2.77,0.269,33.8,0.072
0.32,0.079,1.4,0.185,0.088,1.01,2.56,0.269,31.8,0.071
0.29,0.08,1.35,0.176,0.085,0.76,2.44,0.268,49.7,0.755
0.336,0.08,1.21,0.18,0.087,0.657,2.63,0.264,33.3,0.119
0.353,0.082,1.18,0.176,0.084,0.637,2.16,0.262,28,0.086
0.227,0.076,1.11,0.168,0.086,0.627,2.03,0.259,24.7,0.076
0.412,0.073,1.14,0.173,0.091,0.605,1.93,0.255,22.4,0.072
0.361,0.071,1.14,0.169,0.072,0.604,1.89,0.253,20.5,0.068
0.338,0.072,1.6,0.161,0.083,0.772,1.95,0.251,19.8,0.066
0.239,0.077,1.23,0.168,0.085,0.623,1.96,0.248,19.8,0.064
0.213,0.072,1.13,0.169,0.086,0.594,1.91,0.242,18.2,0.066
0.843,0.075,1.94,0.17,0.085,1.12,1.82,0.242,24,0.185
1.33,0.076,3.72,0.214,0.092,1.23,1.84,0.242,50,0.111
0.582,0.075,1.92,0.177,0.088,0.965,1.87,0.242,37,0.083
2.28,0.087,4.9,0.166,0.088,1.84,1.93,0.242,59.9,0.121
3.85,0.116,5.96,0.165,0.083,1.25,2.81,0.242,118,0.189
4.75,0.108,5.99,0.179,0.079,1.67,3.66,0.239,98.6,0.077
3.21,0.089,4.97,0.212,0.079,2.22,3.97,0.238,97.3,0.072
2.62,0.082,4.09,0.183,0.08,1.79,4.23,0.238,180,0.071
1.09,0.08,2.33,0.172,0.078,1.19,5.69,0.238,76.9,0.069
0.651,0.081,1.86,0.164,0.079,0.915,3.79,0.238,54.8,0.069
0.523,0.078,1.64,0.155,0.078,0.783,3.06,0.238,44.3,0.067
0.613,0.08,1.56,0.158,0.073,0.719,2.66,0.238,37.9,0.066
1.05,0.098,2.08,0.159,0.076,1.09,2.55,0.238,56.1,0.233
1.24,0.103,2.25,0.231,0.077,1.38,6.46,0.237,76,0.115
0.754,0.133,1.81,0.188,0.075,1.22,4.47,0.233,51.3,0.072
0.635,0.089,1.49,0.174,0.078,1.15,3.3,0.232,40,0.067
0.426,0.055,1.46,0.167,0.079,0.838,3.48,0.229,37.8,0.068
0.333,0.074,1.36,0.158,0.079,0.736,3.43,0.229,35.1,0.068
0.3,0.08,1.3,0.158,0.074,0.667,2.9,0.229,33.9,0.066
0.293,0.117,1.31,0.232,0.074,0.734,2.7,0.225,32.5,0.076
0.266,0.139,1.26,0.267,0.074,0.672,3.24,0.227,29.6,0.087
0.25,0.248,1.21,0.574,0.074,0.592,4.12,0.229,28.5,0.151
0.307,0.128,1.39,0.41,0.085,0.562,3.49,0.234,27.3,0.106
0.255,0.108,1.23,0.289,0.085,0.536,3.08,0.238,25.7,0.077
0.28,0.101,1.44,0.229,0.072,1.69,2.84,0.238,26.6,0.073
0.27,0.097,1.28,0.215,0.072,0.787,2.88,0.239,37.8,0.066
0.463,0.096,1.59,0.234,0.074,1.79,3.01,0.242,35.4,0.072
0.575,0.094,1.89,0.324,0.072,1.56,3.49,0.246,47.1,0.156
0.348,0.068,1.46,0.306,0.072,1.13,3.62,0.403,37.4,0.071
0.403,0.153,1.81,0.912,0.082,1.13,3.89,1.47,52.4,2.61
1.51,0.304,2.35,2.38,0.127,2.1,4.96,2.56,45,1.09
0.636,0.16,1.71,0.858,0.097,1.32,3.92,0.73,43.9,0.179
0.39,0.13,1.41,0.453,0.088,0.945,3.31,0.405,33.8,0.112
0.345,0.122,1.34,0.365,0.093,0.787,2.93,0.344,29.6,0.093
0.327,0.084,1.3,0.341,0.09,0.743,2.83,0.327,27.4,0.091
0.291,0.153,1.27,0.316,0.086,0.669,2.98,0.322,25.7,0.084
0.275,0.121,1.24,0.3,0.085,0.655,3.04,0.322,25.9,0.076
1.13,0.112,2.73,0.266,0.089,1.23,3.01,0.322,25.3,0.071
0.645,0.111,1.8,0.241,0.089,0.843,4.98,0.325,40.4,0.067
0.392,0.108,1.43,0.239,0.082,0.757,4.56,0.327,30.2,0.066
0.332,0.107,1.33,0.23,0.083,0.659,3.81,0.327,26.6,0.065
0.326,0.106,1.27,0.224,0.081,0.641,3.41,0.324,24.4,0.064
0.305,0.106,1.24,0.227,0.085,0.616,3.11,0.322,22.7,0.064
0.263,0.145,1.18,0.208,0.076,0.603,2.9,0.316,21.5,0.063
0.251,0.107,1.17,0.202,0.081,0.58,2.75,0.31,23.9,0.109
0.241,0.107,1.14,0.195,0.078,0.558,2.6,0.307,22.2,0.07
0.24,0.106,1.17,0.195,0.076,0.564,2.47,0.302,20.9,0.064
0.24,0.1,1.19,0.204,0.078,0.622,2.51,0.297,20.6,0.062
0.227,0.101,1.14,0.205,0.081,0.61,2.62,0.297,21.2,0.064
0.263,0.098,1.13,0.205,0.08,0.556,2.63,0.292,20.8,0.061
0.283,0.098,1.4,0.196,0.076,1.55,2.89,0.288,52.2,0.059
0.264,0.1,1.28,0.204,0.077,1.05,8.82,0.283,86.8,0.074
0.351,0.1,1.47,0.188,0.076,0.846,7.46,0.283,73,0.06
0.324,0.097,1.35,0.252,0.074,0.783,12.7,0.282,98.7,0.059
0.252,0.098,1.21,0.241,0.074,0.664,7.48,0.278,58,0.06
0.657,0.114,1.86,0.34,0.076,1.62,5.97,0.28,102,0.137
0.362,0.131,1.31,0.321,0.076,0.965,7,0.284,89.1,0.067
0.355,0.895,1.43,1.17,0.085,0.969,9.89,0.338,114,0.414
0.457,0.706,1.79,1.16,0.082,1.04,7.24,0.471,72.9,0.122
1.49,0.36,2.63,0.711,0.078,2.23,6.66,0.471,94.8,0.094
4.43,0.253,5.13,0.514,0.079,4.29,5.88,0.45,92.7,0.082
2.66,0.192,4.19,0.4,0.077,3.91,4.97,0.404,73,0.071
3.02,0.169,4.52,0.328,0.077,4.32,4.42,0.382,74.4,0.07
2.13,0.153,3.28,0.292,0.073,2.53,5.91,0.379,127,0.063
2.11,0.167,3.32,0.352,0.076,2.76,24,0.375,347,0.165
1.4,0.193,2.42,0.379,0.076,2.47,14.3,0.379,135,0.074
1.05,0.153,1.98,0.323,0.075,2.07,8.62,0.379,89.9,0.066
1.68,0.164,3.37,0.549,0.09,4.62,8.68,1.45,124,0.405
1.55,0.632,3.37,2,0.104,4.22,10.1,3.31,122,0.625
1.31,2.34,2.49,5.66,0.14,3.32,16.6,6.53,172,0.311
0.778,0.743,2.08,1.75,0.132,2.04,18.3,1.77,144,0.145
1.37,0.897,2.96,1.54,0.119,2.07,10.2,1.78,94.8,0.469
0.937,2.58,2.27,3.97,0.131,3.93,13.4,3.31,72.2,0.536
1.16,0.718,2.78,1.72,0.124,4.36,9.78,0.987,58.3,0.179
0.772,0.451,2.1,0.998,0.12,3.06,7.16,0.637,49.3,0.155
3.56,0.427,5.73,1.62,0.12,5.43,7.53,0.728,56.5,0.314
1.62,0.522,3.54,2.17,0.122,3.84,13.8,1.09,67.7,0.244
1.45,0.553,3.26,2.03,0.124,2.78,19.6,2.42,86.1,0.252
0.879,0.473,2.19,1.4,0.125,2.14,13.9,0.823,65.5,0.161
2.95,0.486,5.33,1.91,0.124,6.37,15,1.02,77.7,0.504
2.56,0.562,4.8,2.17,0.121,3.17,10.7,0.75,69.8,0.208
1.56,0.434,3.29,1.26,0.125,2.17,10.5,0.585,100,0.144
0.945,0.357,2.27,0.914,0.115,1.59,10.7,0.508,93.1,0.12
0.914,0.309,2.38,0.748,0.111,1.38,8.37,0.466,71.2,0.11
0.997,0.293,2.47,0.676,0.108,1.44,9.93,0.447,91.3,0.104
3.72,0.273,6.71,0.741,0.107,2.58,10.1,0.486,82.9,0.17
4.34,0.375,6.73,1.13,0.113,5.01,13,0.768,85.9,0.419
2.83,0.647,5.73,1.71,0.112,3.39,18.1,0.763,93.8,0.199
3.01,2.35,6.44,4.62,0.123,5.8,12.8,3.49,126,1.44
1.76,2.71,3.69,4.04,0.12,3.69,11.9,2.5,84,0.36
3.52,5.19,5.61,13.9,0.162,4.66,24.5,5.02,215,1.29
5.38,4.11,6.89,5.82,0.147,3.87,14.6,2.39,154,0.561
2.33,1.77,5.96,2.45,0.132,2.69,16,1.07,154,0.333
2.18,0.817,3.92,1.54,0.123,1.95,9.96,0.69,86.2,0.205
1.35,0.626,3.6,1.24,0.121,1.58,8.36,0.595,74.6,0.163
1.11,0.515,2.74,0.988,0.114,1.59,7.08,0.514,60,0.138
0.942,0.447,2.45,0.854,0.113,1.28,6.37,0.473,55,0.127
0.909,0.398,2.21,0.779,0.109,1.26,5.76,0.448,46.8,0.12
2.24,0.373,4,0.697,0.107,1.44,5.32,0.418,43.8,0.118
1.39,0.348,3.63,0.658,0.105,1.18,5.13,0.401,44.5,0.124
0.858,0.314,2.43,0.563,0.1,1.01,4.73,0.371,37.5,0.106
0.682,0.297,1.99,0.529,0.099,0.911,4.35,0.357,33.1,0.1
0.586,0.286,1.8,0.506,0.096,0.9,3.98,0.351,30,0.096
0.51,0.268,1.71,0.483,0.096,0.831,3.83,0.327,27.5,0.096
0.469,0.254,1.61,0.448,0.095,0.795,3.95,0.312,25.6,0.092
0.76,0.26,2.2,0.441,0.098,1.03,3.98,0.328,28.9,0.158
1.38,0.283,2.95,0.532,0.116,1.76,4.57,0.352,29.6,0.647
3.69,0.263,5.68,0.505,0.102,4.4,5.45,0.354,51.3,0.218
1.39,0.258,3.57,0.47,0.104,2.35,8.12,0.348,75.9,0.171
0.921,0.24,2.54,0.439,0.099,1.62,5.86,0.338,46.3,0.137
0.75,0.227,2.17,0.428,0.097,1.44,4.69,0.321,37.7,0.123
1.25,0.324,3.11,1.47,0.13,2.3,4.46,0.663,50,0.393
1.08,0.324,2.82,1.64,0.119,2.01,6.89,0.563,55.2,0.325
1.15,0.489,3.33,1.42,0.117,2,6.26,0.792,55.8,0.34
3.7,0.42,5.31,1.14,0.12,5.09,5.28,0.578,69.6,0.182
1.28,0.358,3.65,0.832,0.116,2.64,4.56,0.521,52.7,0.144
0.869,0.37,2.61,0.668,0.112,1.9,6.02,0.433,42.3,0.131
0.689,0.366,2.11,0.613,0.11,1.54,8.51,0.422,37,0.123
0.593,0.35,1.79,0.547,0.104,1.24,5.82,0.4,33,0.116
0.516,0.309,1.55,0.485,0.1,1.07,4.72,0.361,29.5,0.106
0.45,0.253,1.46,0.43,0.097,0.977,4.17,0.316,26.7,0.103
0.406,0.28,1.41,0.398,0.093,0.903,3.44,0.283,24.4,0.097
0.433,0.237,1.4,0.425,0.103,2.32,3.49,0.522,23.4,0.108
0.574,0.3,1.82,0.751,0.111,1.61,3.62,1.67,22.5,0.24
0.899,0.292,2.91,1.03,0.11,1.74,3.9,0.667,23.1,0.516
0.6,0.271,1.95,0.934,0.113,1.37,3.65,0.548,22.3,0.224
0.476,0.261,1.69,0.729,0.112,1.13,3.23,0.433,20.4,0.159
0.898,0.258,2.62,0.64,0.108,2.01,4.63,0.394,20.3,0.168
0.712,0.225,2.5,0.657,0.108,1.52,6.2,0.481,23.3,0.17
0.555,0.22,1.87,0.582,0.106,1.29,4.79,0.407,20.9,0.14
0.548,0.263,1.73,0.575,0.105,1.19,5.22,0.367,20.6,0.152
0.933,0.444,2.13,1.47,0.119,1.21,5.1,0.433,26,0.367
0.702,1.48,2.06,3.54,0.125,1.08,4.59,0.411,29.4,0.553
0.601,1.01,1.85,1.95,0.12,0.966,4.02,0.362,29.6,0.314
0.667,0.683,1.97,1.23,0.114,1.01,3.7,0.33,25.6,0.215
0.715,0.548,1.96,0.963,0.123,1.22,3.51,0.323,23.2,0.179
1.41,0.521,3.27,0.903,0.131,1.59,3.46,0.326,42.3,0.318
0.697,0.457,1.94,0.804,0.116,1.05,3.32,0.326,31.1,0.173
0.775,0.392,2.61,0.664,0.111,1.12,3.01,0.316,30.8,0.144
0.745,0.376,2.38,0.621,0.107,1.01,2.98,0.306,40.6,0.144
2.06,0.357,4.41,0.609,0.108,1.05,6.21,0.299,156,0.138
1.16,0.34,3.28,0.61,0.104,0.94,6.58,0.297,74.8,0.139
0.918,0.318,2.35,0.564,0.1,0.975,4.83,0.295,58.6,0.13
0.663,0.302,1.79,0.533,0.095,0.842,3.81,0.29,44.7,0.13
0.564,0.289,1.62,0.496,0.1,0.849,3.4,0.282,40,0.118
0.549,0.286,1.66,0.487,0.094,0.878,3.3,0.275,37.1,0.121
0.529,0.277,1.63,0.478,0.095,0.808,3.15,0.272,34.4,0.115
0.472,0.27,1.53,0.461,0.093,0.937,2.97,0.267,30.1,0.111
0.425,0.259,1.53,0.445,0.094,1.07,2.81,0.264,27.1,0.108
0.399,0.238,1.58,0.425,0.091,1.1,2.7,0.257,25.3,0.11
0.435,0.254,1.72,0.454,0.093,1.12,2.7,0.255,24.3,0.108
0.875,1.35,2.59,3.3,0.156,1.2,3.35,5.16,29.4,0.368
0.522,2.48,1.83,2.88,0.12,0.781,3.85,2.06,29.3,0.144
0.441,3.3,1.67,1.31,0.112,0.795,3.25,0.695,25.5,0.12
0.889,2.47,3.1,1.2,0.13,0.974,5.27,0.582,39,0.326
0.553,1.48,2.1,1.07,0.115,0.709,5.07,0.45,32,0.151
0.466,0.935,1.68,0.837,0.111,0.688,3.84,0.383,28,0.136
0.422,0.737,1.54,0.765,0.109,0.663,3.59,0.35,29.1,0.133
0.391,0.62,1.48,0.655,0.106,0.665,3.22,0.323,25.3,0.12
0.382,0.548,1.45,0.605,0.107,0.642,2.95,0.298,23,0.11
